"source_uri","embedding_text"
"docs_key://automation/me_c_mk2/alarms/GROUP-N1-CCU6.html","Alarm GROUP-N1-CCU6



GROUP: Net B not connected to CCU6.

Alarm GROUP-N1-CCU6
===================

GROUP: Net B not connected to CCU6.

Description
-----------

CCU6 Controller not connected to network B  
  
This group alarm is raised because both EICU A and EICU B report, that the CCU6 Controller is disconnected from network B. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- Cable failure.  
- CCU6 Controller failure.  
- Network failure.

Effect
------

If network B is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network B is the only failing network, check:  
- CCU6 Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/ECUA-01SU61.html","Alarm ECUA-01SU61, ECUB-01SU61



ECU\* / IO / SCSU Com / Telegrams from SCSU 2 Missing.

Alarm ECUA-01SU61, ECUB-01SU61
==============================

Telegrams from SCSU 2 Missing.

Description
-----------

Telegrams missing from SCSU.

Cause
-----

SCSU controller failure or  
Control network failure or  
Too small reception margin.

Effect
------

During dual fuel Operation:  
- Dual fuel stop  
- Engine operation on fuel oil  
  
During fuel oil operation:  
- Dual fuel operation unavailable.

Suggested actions
-----------------

If ECU continues to report this alarm, check:   
- SCSU  
- Network cabling  
  
If ECU randomly reports this failure, check:  
- Network status. Go to: 'Maintenance' -> 'Network Status'  
- Network cabling and terminating resistors.  
- For earth fault."
"docs_key://automation/me_c_mk2/alarms/ECUB-02010213.html","Alarm ECUB-02010213



ECU / Propulsion Unit / Engine / Start/Stop Logic / Turning Failed.

Alarm ECUB-02010213
===================

Turning Failed.

Description
-----------

Engine slow turning attempt failed  
Engine was not turned sufficiently.

Cause
-----

- Starting air system failure, or  
- ECUB is controlling.

Effect
------

Engine may not be able to start.  
Slow-turning valve is not wired to ECUB and Engine start that require slow-turning will fail.

Suggested actions
-----------------

1. Check ECUA is controlling  
2. Check slow turning valve  
3. Turn engine by turning gear to a different position  
4. Retry manual slow turn before new engine start  
  
If the problem persists, check:  
- Start air pressure  
- Starting air pilot valves  
- Starting valves."
"docs_key://automation/me_c_mk2/alarms/ACU1-1110-A04.html","Alarm ACU1-1110-A04



ACU / I/O Configuration / Ch22,1110-A,Turning Gear Engaged / Suprv. Ch22,1110-A,Turning Gear Eng.

Alarm ACU1-1110-A04
===================

Suprv. Ch22,1110-A,Turning Gear Eng.

Description
-----------

Sensor signal is out of range.

Cause
-----

- Cabling failure, or  
- Sensor failure, or  
- Supervision resistor across the switch is missing, or   
- ACU1 Controller input channel failure.

Effect
------

Reduced system performance.  
Reduced supervision.  
  
NOTE   
Never ignore this alarm. Safety critical issues may arise.

Suggested actions
-----------------

Check:  
- Cabling  
- Sensor  
- Supervision resistor   
- ACU1 Controller input channel: 'Maintenance' -> 'System View I/O Test'  
  
If the problem persists: Replace ACU1 Controller."
"docs_key://automation/me_c_mk2/alarms/ECUA-0201XPc23.html","Alarm ECUA-0201XPc23, ECUB-0201XPc23



ECU\* / Propulsion Unit / Engine / AutoTuning / Tuning Calculation / Pmax Supervision / Cyl 7. Pmax above allowed value.

Alarm ECUA-0201XPc23, ECUB-0201XPc23
====================================

Cyl 7. Pmax above allowed value.

Description
-----------

Prise has exceeded Pmax-Pcomp alarm limit.

Cause
-----

Too low Compression Pressure or too high Maximum Pressure.

Effect
------

- Increased wear of cylinder liners  
- Risk of breakage of piston rings  
- Too high load on crosshead bearings.

Suggested actions
-----------------

Immediate Action:  
Reduce ""Pmax Offset"" on actual cylinder unit to lower Prise below alarm limit.  
Troubleshooting:  
1.Check that current Pcomp ""Deviation"" for the actual cylinder unit is within tolerances.  
If necessary then carry out adjustments by changing ""Pcomp/Pscav Offset"" on the actual cylinder unit  
manually or via Auto Tuning (Pcomp Deviation ->Pcomp).  
2.Check that current Pmax ""Deviation"" for the actual cylinder unit is within tolerances.  
If necessary then carry out adjustments by changing ""Pmax Offset"" for the actual cylinder unit  
manually or via Auto Tuning (Pmax Deviation ->Pmax).  
If unable to achieve correct Pcomp (in step 2) then please do not use Auto Tuning functionality and  
keep ""Pmax Offset"" reduced manually on actual cylinder unit below alarm limit."
"docs_key://automation/me_c_mk2/alarms/ECUB-2135-B04.html","Alarm ECUB-2135-B04



ECU / IO / Ch33,2135-B,Local: BackUp Reversing / Suprv. Ch33,2135-B,Local: BackUp Re.

Alarm ECUB-2135-B04
===================

Suprv. Ch33,2135-B,Local: BackUp Re.

Description
-----------

Channel input is out of range.

Cause
-----

The input on this input channel exceeds allowable limits.

Effect
------

Backup reversing can no longer be ordered from LOP via this ECU.

Suggested actions
-----------------

Check:  
- Cabling, including internal LOP connections  
- LOP speed set handle   
- ECUB Controller input channel / channel loop current  
  
If the problem persists: Replace ECUB Controller."
"docs_key://automation/me_c_mk2/alarms/GROUP-PO-CCU2.html","Alarm GROUP-PO-CCU2



GROUP: Illegal ELFI/FIVA position (CCU2) [SLD].

Alarm GROUP-PO-CCU2
===================

GROUP: Illegal ELFI/FIVA position (CCU2) [SLD].

Description
-----------

The ELFI/FIVA spool has been in an illegal position.  
Risk of untimed fuel injection.  
  
This group alarm is caused by 'Illegal ELFI/FIVA position'. Other alarms in the group are raised as a consequence of this condition. To view all alarms in the group: Press +/- at the bottom of the MOP screen.

Cause
-----

- ELFI / FIVA position sensor signal failure, or  
- ELFI / FIVA failure, or   
- CCU failure.

Effect
------

No fuel injection due to risk of untimed fuel injection.  
  
For FIVA installations:  
- No exhaust valve operation   
- Slowdown is requested.

Suggested actions
-----------------

Check cabling  
  
Reactivate fuel injection, go to 'Engine' -> 'Status' -> 'Cylinder Value Status' -> 'HCU Status and Reset' to reset failing unit.   
Do not reactivate fuel injection until the cylinder unit is considered to be OK.  
Reactivation only possibly for speed below 'HCU ReEnable Max Speed'  
  
If the problem persists replace or exchange, one part at a time:   
- ELFI / FIVA valve  
- CCU."
"docs_key://automation/me_c_mk2/alarms/ECUA-5160155.html","Alarm ECUA-5160155, ECUB-5160155



ECU\* / Auxiliary Cmd / CR Supply Command / Command State Machine / High CR Fuel Press During Circ.

Alarm ECUA-5160155, ECUB-5160155
================================

High CR Fuel Press During Circ.

Description
-----------

High CR Fuel Pressure during circulation.

Cause
-----

- CR Pumps running signals missing  
- Defect CR Combivalves  
- Defect Cabling to CR Combivalves.

Effect
------

Circulation of fuel though CR pumps and CR injection valves is not possible. This may lead to fuel blocking in CR pumps and CR injection valves.

Suggested actions
-----------------

1. Check CR pumps running signal  
2. Check cabling to CR Combivalves  
3. Check CR Combivalve."
"docs_key://automation/me_c_mk2/alarms/ECUA-02010213.html","Alarm ECUA-02010213



ECU / Propulsion Unit / Engine / Start/Stop Logic / Turning Failed.

Alarm ECUA-02010213
===================

Turning Failed.

Description
-----------

Engine slow turning attempt failed  
Engine was not turned sufficiently.

Cause
-----

Starting air system failure.

Effect
------

Engine may not be able to start.

Suggested actions
-----------------

1. Check slow turning valve  
2. Turn engine by turning gear to a different position  
3. Retry manual slow turn before new engine start  
  
If the problem persists, check:  
- Start air pressure  
- Starting air pilot valves  
- Starting valves."
"docs_key://automation/me_c_mk2/alarms/ECUA-5113.html","Alarm ECUA-5113, ECUB-5113



ECU\* / Auxiliary Cmd / HPS Command / Pump inlet press. sensor ACU1 dev.

Alarm ECUA-5113, ECUB-5113
==========================

Pump inlet press. sensor ACU1 dev.

Description
-----------

Hydraulic inlet oil inlet pressure sensor values differ from the values on the other pumps.

Cause
-----

- Inlet valve is closed, or  
- Sensor failure.

Effect
------

Engine control system will use the other sensors to evaluate the hydraulic inlet pressure.   
  
NOTE  
If the pump inlet valve is closed, engine start will cause pump cavitation.

Suggested actions
-----------------

Check:  
- Pump inlet valve  
- Pump inlet pressure sensor."
"docs_key://automation/me_c_mk2/alarms/ECUA-0201XPc31.html","Alarm ECUA-0201XPc31, ECUB-0201XPc31



ECU\* / Propulsion Unit / Engine / AutoTuning / Tuning Calculation / Pmax Supervision / Cyl 11. Pmax above allowed value.

Alarm ECUA-0201XPc31, ECUB-0201XPc31
====================================

Cyl 11. Pmax above allowed value.

Description
-----------

Prise has exceeded Pmax-Pcomp alarm limit.

Cause
-----

Too low Compression Pressure or too high Maximum Pressure.

Effect
------

- Increased wear of cylinder liners  
- Risk of breakage of piston rings  
- Too high load on crosshead bearings.

Suggested actions
-----------------

Immediate Action:  
Reduce ""Pmax Offset"" on actual cylinder unit to lower Prise below alarm limit.  
Troubleshooting:  
1.Check that current Pcomp ""Deviation"" for the actual cylinder unit is within tolerances.  
If necessary then carry out adjustments by changing ""Pcomp/Pscav Offset"" on the actual cylinder unit  
manually or via Auto Tuning (Pcomp Deviation ->Pcomp).  
2.Check that current Pmax ""Deviation"" for the actual cylinder unit is within tolerances.  
If necessary then carry out adjustments by changing ""Pmax Offset"" for the actual cylinder unit  
manually or via Auto Tuning (Pmax Deviation ->Pmax).  
If unable to achieve correct Pcomp (in step 2) then please do not use Auto Tuning functionality and  
keep ""Pmax Offset"" reduced manually on actual cylinder unit below alarm limit."
"docs_key://automation/me_c_mk2/alarms/EICUA-2165-A04.html","Alarm EICUA-2165-A04



EICU\* / I/O Configuration / Ch31,2165-A,Start Cmd Bridge / Suprv. Ch31,2165-A,Start Cmd Bridge.

Alarm EICUA-2165-A04
====================

Suprv. Ch31,2165-A,Start Cmd Bridge.

Description
-----------

Sensor signal is out of range.

Cause
-----

- Cabling failure, or  
- Sensor failure, or  
- Supervision resistor across the switch is missing, or   
- EICUA Controller input channel failure.

Effect
------

If redundant cabling to EICUA and EICUB is fitted:   
No effect on engine performance.  
  
If no redundant cabling is fitted:   
EICU uses the last valid input value.

Suggested actions
-----------------

Check:  
- Cabling  
- Sensor  
- Supervision resistor   
- EICUA Controller input channel: 'Maintenance' -> 'System View I/O Test'  
  
If the problem persists: Replace EICUA Controller."
"docs_key://automation/me_c_mk2/alarms/EICUA-SNA-CCU12.html","Alarm EICUA-SNA-CCU12, EICUB-SNA-CCU12



EICU\* / System / System Status / CCU12 unavailable.

Alarm EICUA-SNA-CCU12, EICUB-SNA-CCU12
======================================

CCU12 unavailable.

Description
-----------

CCU not available on any network.

Cause
-----

- CCU is restarting after power off/on, or  
- CCU power is off, or  
- CCU failure, or  
- Both networks are disconnected or failing.

Effect
------

No fuel injection.  
Exhaust valve operation may stop.  
Cylinder lubrication may stop.   
Slowdown is requested.

Suggested actions
-----------------

Check:   
- CCU power   
- CCU mode (LED is green)  
- Network cabling   
  
If the problem persists: Replace failing CCU."
"docs_key://automation/me_c_mk2/alarms/EICUA-SAR-EICUB.html","Alarm EICUA-SAR-EICUB, EICUB-SAR-EICUB



EICU\* / System / System Status / App. not running on EICUB.

Alarm EICUA-SAR-EICUB, EICUB-SAR-EICUB
======================================

App. not running on EICUB.

Description
-----------

EICUB Controller is not in normal operating mode.

Cause
-----

- EICUB Controller is restarting after power off/on.  
- EICUB Controller in test or configuration mode.  
- EICUB Controller failure.

Effect
------

EICUB Controller not ready.  
Redundancy reduced.

Suggested actions
-----------------

Check EICUB Controller mode status.  
  
If in test or configuration mode: Restart in normal mode.  
  
If no mode is visible: Wait for EICUB Controller to finish restart.  
  
If the problem persists: Replace EICUB Controller."
"docs_key://automation/me_c_mk2/alarms/EICUA-SNA-ACU2.html","Alarm EICUA-SNA-ACU2, EICUB-SNA-ACU2



EICU\* / System / System Status / ACU2 unavailable.

Alarm EICUA-SNA-ACU2, EICUB-SNA-ACU2
====================================

ACU2 unavailable.

Description
-----------

ACU not available on any network.

Cause
-----

- ACU is restarting after power off/on, or  
- ACU power is off, or  
- ACU failure, or  
- Both networks are disconnected or failing.

Effect
------

No ECU redundancy.  
  
Engine driven pump 5 (if fitted) is locked in 'Ahead'.   
If running astern: No hydraulic oil from pump 5.

Suggested actions
-----------------

Check:   
- ACU power   
- ACU mode (LED is green)  
- Network cabling   
  
If the problem persists: Replace failing ACU."
"docs_key://automation/me_c_mk2/alarms/GROUP-N1-SPCU.html","Alarm GROUP-N1-SPCU



GROUP: Net B not connected to SPCU.

Alarm GROUP-N1-SPCU
===================

GROUP: Net B not connected to SPCU.

Description
-----------

SPCU not connected to network B  
  
This group alarm is raised because both EICU A and EICU B report, that the SPCU Controller is disconnected from network B. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- Cable failure.  
- SPCU Controller failure.  
- Network failure.

Effect
------

If network B is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network B is the only failing network, check:  
- SPCU Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/EICUA-SN1-CCU7.html","Alarm EICUA-SN1-CCU7, EICUB-SN1-CCU7



EICU\* / System / System Status / Net B not connected to CCU7.

Alarm EICUA-SN1-CCU7, EICUB-SN1-CCU7
====================================

Net B not connected to CCU7.

Description
-----------

CCU7 Controller not connected to network B.

Cause
-----

- Cable failure.  
- CCU7 Controller failure.  
- Network failure.

Effect
------

If network B is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network B is the only failing network, check:  
- CCU7 Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/EICUA-SAR-CCU2.html","Alarm EICUA-SAR-CCU2, EICUB-SAR-CCU2



EICU\* / System / System Status / App. not running on CCU2.

Alarm EICUA-SAR-CCU2, EICUB-SAR-CCU2
====================================

App. not running on CCU2.

Description
-----------

CCU2 Controller is not in normal operating mode.

Cause
-----

- CCU2 Controller is restarting after power off/on.  
- CCU2 Controller in test or configuration mode.  
- CCU2 Controller failure.

Effect
------

CCU2 Controller not ready.  
Redundancy reduced.

Suggested actions
-----------------

Check CCU2 Controller mode status.  
  
If in test or configuration mode: Restart in normal mode.  
  
If no mode is visible: Wait for CCU2 Controller to finish restart.  
  
If the problem persists: Replace CCU2 Controller."
"docs_key://automation/me_c_mk2/alarms/GROUP-N0-CCU5.html","Alarm GROUP-N0-CCU5



GROUP: Net A not connected to CCU5.

Alarm GROUP-N0-CCU5
===================

GROUP: Net A not connected to CCU5.

Description
-----------

CCU5 Controller not connected to network A  
  
This group alarm is raised because both EICU A and EICU B report, that the CCU5 Controller is disconnected from network A. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- Cable failure.  
- CCU5 Controller failure.  
- Network failure.

Effect
------

If network A is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network A is the only failing network, check:  
- CCU5 Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/ECUB-2904-B04.html","Alarm ECUB-2904-B04



ECU\* / IO / Ch37,2904-B,ECS Insulation (kOhm) / Suprv. Ch37,2904-B,ECS Insulation (.

Alarm ECUB-2904-B04
===================

Suprv. Ch37,2904-B,ECS Insulation (.

Description
-----------

Sensor signal is out of range.

Cause
-----

- Failure in the cabling to the sensor, or  
- Sensor failure, or missing sensor power supply, or  
- ECUB Controller input failure, or  
- For On/Off type sensors the cause can be a missing or wrong supervision resistor (typically 6.8  
kOhm).

Effect
------

Supervision failure for the insulation detection unit will stop all insulation detection.

Suggested actions
-----------------

Check:  
- Insulation level by observing the display on the insulation monitor, or  
-Insulation level by observing : Maintenance -> Troubleshooting -> Insulation  
- Insulation level trend in CoCoS-EDS if applicable   
- Individual insulation of ECS components (sensors, controllers, actuators, cabling) to determine the cause of leakage  
- Refer to ECS trouble shooting guide ""test for earth failure in ECS system"" for further trouble shooting advise."
"docs_key://automation/me_c_mk2/alarms/EICUA-SN1-CWCU.html","Alarm EICUA-SN1-CWCU, EICUB-SN1-CWCU



EICU\* / System / System Status / Net B not connected to CWCU.

Alarm EICUA-SN1-CWCU, EICUB-SN1-CWCU
====================================

Net B not connected to CWCU.

Description
-----------

CWCU Controller not connected to network B.

Cause
-----

- Cable failure.  
- CWCU Controller failure.  
- Network failure.

Effect
------

If network B is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network B is the only failing network, check:  
- CWCU Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/EICUA-0171.html","Alarm EICUA-0171, EICUB-0171



EICU\* / I/O Configuration / Lock in Last 'Maintain Spd.'.

Alarm EICUA-0171, EICUB-0171
============================

Lock in Last 'Maintain Spd.'.

Description
-----------

Invalid ""Maintain Speed"" signal to both EICU A and B.

Cause
-----

- Cable/signal failure between ECS and PMS (Power Management System)  
- PMS failure.

Effect
------

Last valid Minimum Engine speed set point is used.

Suggested actions
-----------------

Check cables, EICUs and PMS."
"docs_key://automation/me_c_mk2/alarms/GROUP-FAC-CCU7.html","Alarm GROUP-FAC-CCU7



GROUP: FIVA Amplifier Current Supervision (CCU7) [SLD].

Alarm GROUP-FAC-CCU7
====================

GROUP: FIVA Amplifier Current Supervision (CCU7) [SLD].

Description
-----------

Amplifier current deviates from the current ordered by the CCU.

Cause
-----

- Accumulator pressure too low, or   
- De-aerating orifice in exhaust valve top blocked, or   
- Non-return valves for exhaust valve actuator oil inlet damaged, or  
- No air supply or leaking exhaust valve air spring, or  
- Exhaust valve position sensor failure, or  
- ELVA/FIVA valve failure  
- Amplifier failure, or  
- CCU failure.

Effect
------

Fuel injection stopped on affected cylinder   
Slow-down is requested.

Suggested actions
-----------------

Check:  
- Exhaust valve position sensor  
- Accumulator pressure  
- De-aerating orifice in exhaust valve top  
- Non-return valves for exhaust valve actuator oil inlet  
- Air spring supply pressure and perform drop-down test of exhaust valve spindle.  
- ELFI / FIVA valve  
- Amplifier   
- CCU  
  
To run amplifier function test :  
1. Stop the engine at first opportunity  
2. Go to 'Maintenance' -> 'Function test' -> 'HCU'  
3. Perform amplifier test  
  
Further troubleshooting:   
1. Stop the engine at first opportunity.   
2. Go to 'Maintenance' -> 'Troubleshooting' -> 'HCU'  
3. Activate 'Fuel Plunger' and 'Exhaust Valve' to test failing unit."
"docs_key://automation/me_c_mk2/alarms/EICUA-SN1-SPCU.html","Alarm EICUA-SN1-SPCU, EICUB-SN1-SPCU



EICU\* / System / System Status / Net B not connected to SPCU.

Alarm EICUA-SN1-SPCU, EICUB-SN1-SPCU
====================================

Net B not connected to SPCU.

Description
-----------

SPCU Controller not connected to network B.

Cause
-----

- Cable failure.  
- SPCU Controller failure.  
- Network failure.

Effect
------

If network B is the only failing network:  
- No immediate effect on engine operation.  
- Redundancy reduced.

Suggested actions
-----------------

If network B is the only failing network, check:  
- SPCU Controller.  
- Cabling and connectors."
"docs_key://automation/me_c_mk2/alarms/GROUP-NA-SCU1.html","Alarm GROUP-NA-SCU1



GROUP: SCU1 not available.

Alarm GROUP-NA-SCU1
===================

GROUP: SCU1 not available.

Description
-----------

SCU not available on any network  
  
This group alarm is raised because both EICU A and EICU B report, that the SCU is disconnected from both network A and B. Other alarms in the group are raised as a consequence of this condition. To view all alarms in this group: Press +/- at the bottom of the MOP screen.

Cause
-----

- SCU is restarting after power off/on, or  
- SCU power is off, or  
- SCU failure, or  
- Both networks are disconnected or failing.

Effect
------

Variable turbocharger/bypass valve moves to fully open position.

Suggested actions
-----------------

Check:   
- SCU power   
- SCU mode (LED is green)  
- Network cabling   
  
If the problem persists: Replace failing SCU."
